libcode,pubcity,pubyear,title,oclc,language
None,[New Haven] ,1809,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,949877753,en
None,[New Haven] ,1809,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,1039187906,en
None,[New Haven] ,1810,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,949877759,en
None,[New Haven] ,1812,The Wonderful life and adventures of Robinson Crusoe : Adorned with cuts.,925548211,en
None,[New Haven] ,1812,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,949885860,en
None,[New Haven] ,1812,The Wonderful life and adventures of Robinson Crusoe. : Adorned with cuts.,1039407595,en
None,[New York ,2007,Festival of family classics. Volume three : adventures.,178983963,en
None,[New York ,2016,Robinson Crusoe,965712431,en
None,[New York] ,136,obinson Crusoe.,950911347,en
None,[New York] ,136,obinson Crusoe.,950911347,en
None,[New York] ,1869,Robinson Crusoe.,905333770,en
None,[New York] ,1877,"Aunt Kate's gems. : Four favorite old stories. : Blue Beard. Robinson Crusoe. Red-Riding Hood. Aladdin and his lamp. : 32 new illustrations, printed in colors.",990071925,es
None,[New York] ,1889,Robinson Crusoe.,950935408,en
None,[New York] ,1890,Robinson Crusoe.,244154395,en
None,[New York] ,1891,Robinsón Crusóe.,233650917,en
None,[New York] ,1903,"[Publisher's prospectus of ""a new uniform edition of Defoe ...",67409767,en
None,[New York] ,1917,Echoes from storyland.,80600213,en
None,[New York] ,1963,Robinson Crusoe.,753107,en
None,[New York] ,1974,"The life & strange surprising adventures of Robinson Crusoe, of York, mariner.",984040,zxx
None,[New York] ,2000,Robinson Crusoe,244390000,en
None,[New York] ,2005,Robinson Crusoe,70706072,en
None,[New York] ,2008,Robinson Crusoe,460877098,en
None,[Newburyport ,1793,"The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner : containing--A full and particular account how his ship was lost in a storm, and all his companions were drowned, and he only was cast upon the shore by the wreck; and how he lived eight and twenty years in an uninhabited island, on the coast of America, &c.; With a true relation how he was at last miraculously preserved by pirates, &c.; &c.;",977428218,en
None,[Newcastle] ,1776,"The wonderful life and surprising adventures of that renown'd hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",505585358,en
None,[Newcastle] ,"48, ","he surprising life and most strange adventures of Robinson Crusoe : giving an account of how he was shipwrecked, none escaping but himself, and cast on shore on an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; where he lived 28 years; till at length he was strangely delivered by pirates, and brought home to his native country. With verses on his solitude.",330942560,en
None,[North Charleston ,2015,Robinson Crusoe,905252353,no
None,[North Kingstown] ,2012,The adventures of Robinson Crusoe,810161170,nb
None,[Old Saybrook ,2008,Robinson Crusoe,740151279,nb
None,[Oslo ,2002,Robinson Crusoe,649006248,nb
None,[Oslo] ,1968,Robinson Crusoe,551782779,nn
None,[Oslo] ,1997,Robinson Crusoe,1028303490,en
None,[Oslo] ,1999,Robinson Crusoe,1028373770,en
None,[Oslo] ,2011,Robinson Crusoe,1028442295,mi
None,[Oslo] ,2012,Robinson Crusoe,1028508945,mi
None,[Ottawa] ,2004,Robinson Crusoe,60738739,fr
None,[Oxford] ,1981,"The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ...",9467378,fr
None,[Palmerston North ,1988,He kōrero tipuna pākeha no mua ko Ropitini Kuruho.,154681333,fr
None,[Palmerston North ,1988,He korero tipuna pakeha no mua ko Ropitini Kuruho.,954250122,fr
None,[Pantin] ,1992,Robinson Crusoé,463557458,fr
None,[Paris] ,1878,Robinson Crusoe,9159416,fr
None,[Paris] ,1935,Robinson Crusoe,459114965,fr
None,[Paris] ,1957,Robinson Crusoé;,7234161,fr
None,[Paris] ,1957,Robinson Crusoé,12983310,fr
None,[Paris] ,1963,"Robinson Crusoé,",19051536,fr
None,[Paris] ,1967,"Robinson Crusoé : [""Life and adventures of Robinson Crusoe""], d'après Daniel Defoe. Illustrations de Okley.",460081766,fr
None,[Paris] ,1970,Robinson Crusoé : [Life and adventures of Robinson Crusoe. Édition abrégée.] Illustrations de François Batet.,462041690,fr
None,[Paris] ,1980,Robinson Crusoe,246417867,fr
None,[Paris] ,1982,Journal de l'année de la peste,489374485,fr
None,[Paris] ,1996,Robinson Crusoé. Première partie,36359117,fr
None,[Paris] ,1996,Robinson Crusoé. Première partie,36359117,fr
None,[Paris] ,1998,Vie et aventures de Robinson Crusoé,1039068799,fr
None,[Paris] ,1998,Vie et aventures de Robinson Crusoé,1039068799,fr
None,[Paris] ,2002,Robinson Crusoé,470520395,fr
None,[Paris] ,2005,Robinson Crusoé,470303174,fr
None,[Paris] ,2005,Robinson Crusoé,470303174,fr
None,[Paris] ,2008,Robinson Crusoé,718004927,fr
None,[Paris] ,2010,Robinson Crusoé : extraits,762501416,fr
None,[Paris] ,2011,Robinson Crusoé,999735535,en
None,[Paris] ,2012,Robinson Crusoé,816562862,en
None,[Paris] ,2017,Robinson Crusoé,1019990798,en
None,[Paris] ,188-,"Aventures de Robinson Crusoé, d'après Daniel De Foé",700093971,en
None,[Philadelphia] ,1792,"The wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island which he afterward colonised.",38126142,en
None,[Philadelphia] ,8 So,Robinson Crusoe.,1028849349,en
None,[Place of publication not identified] ,1818,The Life and adventures of Robinson Crusoe,905336353,en
None,[Place of publication not identified] ,1852,Album.,753562171,en
None,[Place of publication not identified] ,1869,Robinson Crusoe.,31309439,en
None,[Place of publication not identified] ,1938,Robinson Crusoé,499737826,en
None,[Place of publication not identified] ,1948,Robinson Crusoe : ıssız adada 28 yıl,1030067453,en
None,[Place of publication not identified] ,1952,Robinson crusoe.,948815564,en
None,[Place of publication not identified] ,1967,Robinson crusoe.,948797198,zxx
None,[Place of publication not identified] ,1970,Robinson crusoe.,948769533,en
None,[Place of publication not identified] ,1982,Robinson Crusoe,784027967,en
None,[Place of publication not identified] ,1992,Robinson Crusoe,609123767,en
None,[Place of publication not identified] ,1995,Robinson Crusoe,495986590,en
None,[Place of publication not identified] ,1995,Robinson Crusoe,767842077,en
None,[Place of publication not identified] ,1996,Robinson crusoe.,948215762,en
None,[Place of publication not identified] ,1999,Robinson Crusoe.,654946582,en
None,[Place of publication not identified] ,2000,Robinson Crusoe,851817830,en
None,[Place of publication not identified] ,2002,Robinson Crusoe,939717379,en
None,[Place of publication not identified] ,2005,"Robinson Crusoe, the adventure begins",83252774,en
None,[Place of publication not identified] ,2007,Robinson Crusoe (incl. CD),851974006,en
None,[Place of publication not identified] ,2007,Robinson crusoe.,946632351,en
None,[Place of publication not identified] ,2008,Robinson Crusoe,613658919,en
None,[Place of publication not identified] ,2008,Robinson Crusoe,764423776,en
None,[Place of publication not identified] ,2009,Robinson Crusoe,784240649,en
None,[Place of publication not identified] ,2010,"Life and surprising adventures of robinson crusoe of york, mariner.",944184193,en
None,[Place of publication not identified] ,2010,Robinson crusoe.,944222127,en
None,[Place of publication not identified] ,2010,"Life and adventures of robinson crusoe. with a memoir of the author, and an.",944383324,en
None,[Place of publication not identified] ,2010,"Life, and strange surprizing adventures of robinson crusoe, of york, mariner : who lived ...",945041089,en
None,[Place of publication not identified] ,2010,"Life, and strange surprizing adventures of robinson crusoe, of york, mariner : who lived ...",945041089,en
None,[Place of publication not identified] ,2010,"Whole life and strange surprising adventures of robinson crusoe, of york : who lived eight and ...",945043726,en
None,[Place of publication not identified] ,2010,"Exploits of robinson crusoe, mariner, of york. exhibiting a concise and.",945047299,en
None,[Place of publication not identified] ,2010,Wonderful life and most surprizing adventures of robinson crusoe of york : containing a full and ...,945051835,en
None,[Place of publication not identified] ,2010,"Life and most surprizing adventures of robinson crusoe, of york, mariner who : the fourth ed v 1 ...",945052225,en
None,[Place of publication not identified] ,2010,Life and strange surprising adventures of robinson crusoe : who lived eight and twenty ...,945852755,en
None,[Place of publication not identified] ,2010,Life and strange surprising adventures of robinson crusoe : who lived eight and ...,945852905,en
None,[Place of publication not identified] ,2010,"Life, and strange surprising adventures of robinson crusoe : who lived ...",945852928,en
None,[Place of publication not identified] ,2010,"Life and surprizing adventures of robinson crusoe, of york, mariner : who lived eight and twenty ...",945883757,en
None,[Place of publication not identified] ,2010,"Life and surprizing adventures of robinson crusoe, of york, mariner : who lived eight and twenty ...",945883757,en
None,[Place of publication not identified] ,2010,"Life and most surprising adventures of robinson crusoe, of york, mariner : the whole three ...",945884673,en
None,[Place of publication not identified] ,2010,"Wonderful life, and most surprizing adventures, of robinson crusoe, of york.",945885929,en
None,[Place of publication not identified] ,2010,"Wonderful life, and most surprizing adventures, of robinson crusoe, of york.",945885929,en
None,[Place of publication not identified] ,2010,"Most surprising adventures, and wonderful life of robinson crusoe, of york : containing a full ...",945906414,en
None,[Place of publication not identified] ,2010,"Wonderful life and most surprizing adventures of robinson crusoe, of york : containing a full ...",945932335,en
None,[Place of publication not identified] ,2010,"Life and adventures of robinson crusoe, of york, mariner : who lived eight and twenty years all ...",945933708,en
None,[Place of publication not identified] ,2010,"Life and adventures of robinson crusoe, of york, mariner : who lived eight and twenty years all ...",945933708,en
None,[Place of publication not identified] ,2010,"Life and strange surprizing adventures of robinson crusoe, of york, mariner : who lived eight and ...",946037941,en
None,[Place of publication not identified] ,2010,"Life and strange surprizing adventures of robinson crusoe, of york, mariner : who lived eight and ...",946037941,en
None,[Place of publication not identified] ,2010,Robinson Crusoe,985621176,en
None,[Place of publication not identified] ,2011,"Life and strange surprizing adventures of robinson crusoe, of york, mariner : who lived eight & ...",941704483,en
None,[Place of publication not identified] ,2011,Adventures of robinson crusoe ... newly edited after the original editions. : s. r. b.].,942177757,en
None,[Place of publication not identified] ,2011,"Life and strange surprizing adventures of robinson crusoe, etc.",942642832,en
None,[Place of publication not identified] ,2011,"Life and strange surprizing adventures of robinson crusoe, etc.",942642832,en
None,[Place of publication not identified] ,2011,Life and strange surprising adventures of robinson crusoe. with one hundred.,942643006,en
None,[Place of publication not identified] ,2011,Life and strange surprising adventures of robinson crusoe ... with one.,942643010,en
None,[Place of publication not identified] ,2011,Life and strange surprising adventures of robinson crusoe ... illustrated.,942643020,en
None,[Place of publication not identified] ,2012,Den verklige robinson crusoe's lefverne och afventyr. samt tjugu tta ruga.,829922340,en
None,[Place of publication not identified] ,2012,"Life and surprising adventures of robinson crusoe, of york, mariner, with a.",933718574,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe of york, mariner, written by himself.",933720976,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, with illustr. by e.h. wehnert.",933736143,en
None,[Place of publication not identified] ,2012,"Life and suprising adventures of robinson crusoe of york, mariner.",933737592,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, with engr.from designs by t.",933737633,en
None,[Place of publication not identified] ,2012,"Robinson crusoe, edited after the original editions.",933792343,en
None,[Place of publication not identified] ,2012,"Life and strange adventures of robinson crusoe of york, mariner.",933792527,en
None,[Place of publication not identified] ,2012,Life and surprising adventures of robinson crusoe volume 1.,933793623,en
None,[Place of publication not identified] ,2012,Life and surprising adventures of robinson crusoe volume 1.,933793623,en
None,[Place of publication not identified] ,2012,"Adventures of robinson crusoe of york, mariner.",933794981,en
None,[Place of publication not identified] ,2012,"Adventures of robinson crusoe of york, mariner.",933794981,en
None,[Place of publication not identified] ,2012,Adventures of robinson crusoe [by d. defoe. an abridgment of pt.,933861199,en
None,[Place of publication not identified] ,2012,"Life and surprising adventures of robinson crusoe, of york, mariner, who.",933895146,en
None,[Place of publication not identified] ,2012,Robinson crusoe in words of one syllable.,933902166,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, who lived twenty-eight years in an.",933905482,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, who lived twenty-eight years in an.",933905482,en
None,[Place of publication not identified] ,2012,Robinson crusoe.,933942944,en
None,[Place of publication not identified] ,2012,Robinson crusoe - the original classic edition.,934623637,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, with illustr. by j.d. watson.",934732421,en
None,[Place of publication not identified] ,2012,"Life and adventures of robinson crusoe, with illustr. by j.d. watson.",934732421,en
