"id","title","year","language","authors"
"mdp.39015078553925","Het leven en de wonderbaare gevallen van Robinson Crusoe, behelzende onder andere ongehoorde uitkomsten een verhaal van zyn agt en twintig jaarig verblyf op een onbewoond eiland, gelegen op de kust van America by de mond van de rivier Oronooque. Alles door liem zelfs beschreven, nu uit het engels vertaald, en met figuren benevens een nette kaart zyner zwerving verrykt ...","1722","dut","Defoe, Daniel 1661?-1731"
"mdp.39015078552836","Life and adventures of Robinson Crusoe / by Daniel De Foe, including a memoir of the author, and an essay on his writings.","1877","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550657","The life and surprising adventures of Robinson Crusoe, of York, mariner, who, for upwards of twenty-eight years, lived on an uninhabited island on the coast of America, near the mouth of the great river Oronooko. With an account of his deliverance thence, and his further adventures in returning from his second voyage to the island.","1822","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549204","The life and adventures of Robinson Crusoe. By Daniel De Foe.","1799","eng","Defoe, Daniel 1661?-1731"
"hvd.hwjv1l","The life and adventures of Robinson Crusoe / With a memoir of the author, and an essay on his writings, illustrated by Grandville.","1864","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551507","The life and adventures of Robinson Crusoe. By Daniel De Foe. Illustrated with coloured plates by A.F. Lydon.","1862","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550418","The life and adventures of Robinson Crusoe / [Daniel Defoe] ; with a biographical sketch of De Foe, written expressly for this edition and illustrations from original designs.","1831","eng","Defoe, Daniel 1661?-1731; Valpy, Abraham John 1787-1854 printer; Andrews, J. publisher; Roscoe, Thomas 1791-1871; Gould, Peter K. former owner; Cochrane and Pickersgill publisher"
"mdp.39015078548354","The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner : who lived eight and twenty years all alone in an un-inhabited island on the coast of AMerica, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished by himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself.","1722","eng","Defoe, Daniel 1661?-1731"
"uc2.ark:/13960/t5fb52d8m","Key to Robinson's new university algebra.","1867","eng","Fish, Daniel W. 1820-1899; Robinson, Horatio N. (Horatio Nelson) 1806-1867"
"hvd.hwjv1c","Robinson Cruso?. Par Daniel Fo? Pr?c?d? d'une notice sur sa vie et ses ouvrages.","1857","fre","Defoe, Daniel 1661?-1731"
"hvd.hwjv1d","The life and adventures of Robinson Crusoe.","1859","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074911888","The life and adventures of Robinson Crusoe : mariner, of Hull / by Daniel Defoe ; with biographical memoir and illustrative notes ; in two volumes, with eight etchings by M. <sic> Mouilleron and portrait by L. Flameng.","1882","eng","Defoe, Daniel 1661?-1731; Ballantyne, John Alexander d. 1863 egr; Flameng, Le?opold 1831-1911 egr; Mouilleron, Adolphe 1820-1881 ill; Ballantyne Press prt; Ballantyne, Hanson &amp; Co prt; Scribner &amp; Welford pbl; J.C. Nimmo and Bain pbl"
"mdp.49015000583956","The life & strange surprising adventures of Robinson Crusoe of York, mariner, written by Daniel Defoe, and now illustrated by Richard Floethe.","1945","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074911896","The life and adventures of Robinson Crusoe : mariner, of Hull / by Daniel Defoe ; with biographical memoir and illustrative notes ; in two volumes, with eight etchings by M. <sic> Mouilleron and portrait by L. Flameng.","1882","eng","Defoe, Daniel 1661?-1731; Ballantyne, John Alexander d. 1863 egr; Flameng, Le?opold 1831-1911 egr; Mouilleron, Adolphe 1820-1881 ill; Ballantyne Press prt; Ballantyne, Hanson &amp; Co prt; Scribner &amp; Welford pbl; J.C. Nimmo and Bain pbl"
"mdp.39015078557298","La vie et les avantures surprenantes de Robinson Cruso?, contenant son retour dans son isle, ses autres nouveaux voyages & ses r?flexions. Traduit de l'anglois ...","1761","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078558387","The life and strange surprising adventures of Robinson Crusoe, of York, mariner. As related by himself. By Daniel Defoe. Written in Pitman's phonography by J. Herbert Ford ...","1888","eng","Defoe, Daniel 1661?-1731; Ford, James Herbert"
"mdp.39015078560466","Robinson Crusoe's m?rkw?rdigaste ?fwemtyr. Med. 8 illustrationer.","1881","swe","Defoe, Daniel 1661?-1731"
"mdp.39015078559476","Aventures de Robinson Cruso?, traduites de Daniel De Fo?.","1867","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078558148","Aventures surprenantes de Robinson Cruso?, traduites de l'anglais.","1819","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint, tr; Effen, Justus van 1684-1735 tr; Griffet de Labaume, Antoine Gilbert 1756-1805"
"mdp.39015078557058","La vie et les avantures surprenantes de Robinson Crusoe, contenant, entre autres ?v?nemens, le s?jour qu'il a fait pendant vingt-huit ans dans une ile d?serte situ?e sur la c?te de l'Am?rique, pr?s l'embouchure de la grande rivi?re Oroonoque. Le tout ?crit par lui-m?me. Traduit de l'anglois ...","1770","fre","Defoe, Daniel 1661?-1731; Picart, Bernard 1673-1733 engr; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078549683","The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner. Containing a full and particular account ... how he lived eight and twenty years in an uninhabited island, on the coast of America, &c. With a true relation how he was at last miraculously preserved by pirates ...","1789","eng","Defoe, Daniel 1661?-1731"
"wu.89094640646","An introduction to living philosophy; a general introduction to contemporary types and problems, by D.S. Robinson.","1932","eng","Robinson, Daniel Sommer b. 1888"
"mdp.39015078550665","The life and adventures of Robinson Crusoe. Written by himself.","1823","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552844","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1876","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078553933","Den danske Robinson Kruso; fortaelling for ungdommen af Paul Marcussen.","1894","dan","Marcussen, Paul; Defoe, Daniel 1661?-1731"
"mdp.39015078575548","Las aventuras de Robins?n Crusoe / por Daniel De Foe ; versi?n Espa?ola y pr?logo, arreglada por Pedro Umbert.","1910","spa","Defoe, Daniel 1661?-1731; Umbert, Pedro translator"
"mdp.39015078555938","Aventures surprenantes de Robinson Cruso?. Traduites de l'anglais","1806","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015062656924","The life and adventures of Robinson Crusoe / by Daniel De Foe ; including a memoir of the author, and an essay on his writings ; illustrated by Thwaites.","1859","eng","Defoe, Daniel 1661?-1731; Edmonds, Charles b. ca. 1823; Bogert, J. Augustus; Avery; Loomis, Pascal 1826-1878; Annin, Phineas F; Miller, James d. 1883; Thwaites, William H; Billin and Brother; Brown, Loomis &amp; Co; Bobbett &amp; Hooper; Loomis &amp; Annin"
"mdp.39015078549014","The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...","1790","eng","Defoe, Daniel 1661?-1731"
"mdp.39015065941448","The life & strange surprizing adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an un-inhabited island on the coast of America, near the mouth of the great river of Oroonoque; having been east on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely deliver'd by pyrates. Written by himself.","1927","eng","Defoe, Daniel 1661?-1731"
"hvd.hn2r89","Vita e avventure di Robinson Cruso?.","1875","ita","Defoe, Daniel 1661?-1731"
"mdp.39015078559062","Robinson.","1841","ger","Defoe, Daniel 1661?-1731; Rauch, Franz ed; Campe, Joachim Heinrich 1746-1818"
"mdp.39015078550491","The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...","1822","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078552430","Robinson Crusoe, edited after the original editions by J.W. Clark ...","1866","eng","Defoe, Daniel 1661?-1731; Clark, John Willis 1833-1910 ed"
"mdp.39015078551341","The life and adventures of Robinson Crusoe. By Daniel De Foe. Illustrated by A.F. Lydon.","1862","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078549253","The life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhibited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last as strangely delivered by pirates. Written by himself.","1791","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551101","The life and surprising adventures of Robinson Crusoe, of York, mariner. Written by himself.","1847","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078560292","R?binsan Kr?so k? itih?sa. The adventures of Robinson Crusoe, translated [into Hindi] by Badr? L?la, from a Bengali version ...","1860","hin","Defoe, Daniel 1661?-1731; Badar?n?tha, pandit tr"
"mdp.39015078555946","Aventures surprenantes de Robinson Cruso?. Traduites de l'anglais","1806","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"mdp.39015078552679","The life and surprising adventures of Robinson Crusoe: including an account of his long residence on an uninhabited island; and many other remarkable incidents in his history. Written by Daniel Defoe.","1889","eng","Defoe, Daniel 1661?-1731"
"mdp.39015062656932","The life and adventures of Robinson Crusoe, of York, mariner.","1879","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078559294","Les aventures de Robinson Cruso? : ?dition illustr?e de cent gravures colori?es.","1889","fre","Defoe, Daniel 1661?-1731; Ferrard, Paul"
"mdp.39015078575530","Robinson Crusoe / af Daniel Defoe ; med en lefnadsteckning ?fver f?rfattaren af Karl Warburg ; j?mte ett hundratjugu original-illustrationer af Walter Paget ; ?fvers?ttning fr?n det engelska originalet af Jean Fr. Rossander.","1893","und","Defoe, Daniel 1661?-1731; Rossander, Jean F. tr; Paget, Walter 1863-1935 ill; Warburg, Karl 1852-1918; Defoe, Daniel 1661?-1731"
"mdp.39015078559054","Robinson Crusoe. Von Daniel de Foe. Aus dem englischen ?bersetzt von A. Tuhten.","1919","ger","Defoe, Daniel 1661?-1731; Tuhten, Anna tr"
"uc2.ark:/13960/t89g5mc97","The life and adventures of Robinson Crusoe, written by himself; embellished with reproductions of the whole of the engravings (20 in number), by Heath, from the designs of Thomas Stothard.","1896","eng","Defoe, Daniel 1661?-1731; Heath, Charles 1785-1848 engr; Stothard, Thomas 1755-1834 illus"
"mdp.39015078553990","Robinson Crusoe (aus: The life and surprising adventures of Robinson Crusoe of York, mariner) von Daniel Defoe. F?r den schulgebrauch bearbeitet von Karl Foth.","1893","eng","Defoe, Daniel 1661?-1731; Foth, Karl"
"mdp.39015078553750","The life and strange surprising adventures of Robinson Crusoe of York, mariner. F?r den schulgebrauch herausgegeben von prof. dr. Leopold Brandl.","1912","eng","Defoe, Daniel 1661?-1731; Brandl, Leopold. ed"
"mdp.39015078551572","The life and surprising adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe, with numerous engravings from drawings [s by] George Cruikshank.","1853","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus"
"mdp.39015078550483","The life and adventures of Robinson Crusoe. Embellished with engravings from designs by Thomas Stothard ...","1820","eng","Defoe, Daniel 1661?-1731; Heath, Charles 1785-1848 engr; Stothard, Thomas 1755-1834 illus"
"mdp.39015078549022","The life and adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...","1790","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550244","The life and adventures of Robinson Crusoe; including an account of his shipwreck, and residence for twenty-nine years on an unknown island; the remarkable history of his deliverance; and the extraordinary circumstances which afterwards befel him in various parts of the world. By Daniel De Foe ... Illustrated with elegant engravings.","1816","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554840","Robinson Crusoe arranged in words of one syllable for young children, by Mary Godophin [pseud.] ... With thirty-five illustrations.","1988","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864"
"mdp.39015078551333","The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Illustrated by C.A. Doyle.","1864","eng","Defoe, Daniel 1661?-1731; Ballantine, John 1774-1821"
"mdp.39015078553511","The life and adventures of Robinson Crusoe. / By Daniel Defoe. ; Illustrated with etchings by M. Mouilleron; portrait by L. Flaming [i.e. Flameng]; and with engravings after designs by T. Stothard ...","1891","eng","Defoe, Daniel 1661?-1731; Flameng, L?opold 1831-1911 engraver; Stothard, Thomas 1755-1834 ill"
"mdp.39015078554600","Qi??at R?bin?on Kur?z?.","1835","und","Defoe, Daniel 1661?-1731"
"mdp.39015078552422","The life and adventures of Robinson Crusoe, with a biographical account of Defoe, illustrated with sixteen characteristic engravings.","1866","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078550004","The life and adventures of Robinson Crusoe, including an account of his shipwreck, and residence for twenty-nine years on an unknown island, the remarkable history of his deliverance; and the extraordinary circumstances which afterwards befel him in various parts of the world. Written by himself ... Illustrated with elegant engravings, from original designs ...","1814","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078551317","The life and adventures of Robinson Crusoe.","1835","eng","Black, Sarah R. former owner; Kearney, Edward publisher; Goodrich, Samuel G. (Samuel Griswold) 1793-1860; Defoe, Daniel 1661?-1731"
"mdp.39015078552406","The life and strange surprizing adventures of Robinson Crusoe, of York, mariner. Written by himself. With an introductory memoir of Daniel De Foe, a memoir of Alexander Selkirk, an account of Peter Serrano, and other interesting additions. Illustrated with upwards of 70 engravings by Keeley Halswelle ... facsims. of original title-pages, etc., etc.","1871","eng","Defoe, Daniel 1661?-1731"
